證券代號,證券名稱,產業別
0716,071630　迅得富邦4A購03,
0716,071631　南亞科台新48購02,
0716,071632　矽力台新48購01,
0716,071633　迅得台新48購01,
0716,071634　美律兆豐4A購01,
0716,071635　皇昌兆豐4A購01,
0716,071636　大銀兆豐49購01,
0716,071637　達興兆豐48購01,
0716,071638　華城中信48購01,
0716,071639　南亞科中信48購01,
0716,07163P　臺股指國票49售04,
0716,071640　晶心科中信48購01,
0716,071641　視陽中信48購01,
0716,071642　來億中信48購01,
0716,071643　台灣50凱基4A購06,
0716,071644　美費半凱基51購01,
0716,071645　聚陽凱基48購01,
0716,071646　大成鋼凱基49購02,
0716,071647　上銀凱基4B購03,
0716,071648　川湖凱基4A購02,
0716,071649　鴻海凱基48購16,
0716,07164P　臺股指國票49售05,
0716,071650　鴻海凱基49購12,
0716,071651　台積電凱基48購27,
0716,071652　台積電凱基49購17,
0716,071653　鴻準凱基48購04,
0716,071654　瑞昱凱基48購04,
0716,071655　南亞科凱基48購04,
0716,071656　南亞科凱基4C購02,
0716,071657　友達凱基48購01,
0716,071658　皇昌凱基48購08,
0716,071659　皇昌凱基4A購03,
0716,07165P　FBNQ2X元大4B售01,
0716,071660　奇鋐凱基56購01,
0716,071661　智原凱基51購01,
0716,071662　欣興凱基49購02,
0716,071663　景碩凱基48購02,
0716,071664　緯創凱基4C購04,
0716,071665　神達凱基4B購03,
0716,071666　大銀凱基4A購02,
0716,071667　材料凱基49購04,
0716,071668　亞翔凱基48購05,
0716,071669　台郡凱基49購02,
0716,07166P　大成鋼元大48售05,
0716,071670　訊芯凱基4A購02,
0716,071671　視陽凱基49購01,
0716,071672　來億凱基49購02,
0716,071673　臺股指凱基48購08,
0716,071674　臺股指凱基48購09,
0716,071675　中502X群益4A購04,
0716,071676　台泥群益48購02,
0716,071677　上銀群益48購08,
0716,071678　川湖群益4A購02,
0716,071679　華通群益51購01,
0716,07167P　大成鋼元大48售06,
0716,071680　國巨群益48購04,
0716,071681　南亞科群益48購06,
0716,071682　南亞科群益48購07,
0716,071683　南亞科群益4A購02,
0716,071684　友達群益49購01,
0716,071685　美律群益4B購01,
0716,071686　聯發科群益48購16,
0716,071687　長榮群益48購14,
0716,071688　新興群益48購01,
0716,071689　裕民群益4C購01,
0716,07168P　旺宏元大48售01,
0716,071690　晟銘電群益52購01,
0716,071691　奇鋐群益48購04,
0716,071692　世芯群益48購25,
0716,071693　神達群益48購08,
0716,071694　材料群益48購07,
0716,071695　力成群益49購01,
0716,071696　矽格群益48購02,
0716,071697　樺漢群益4A購01,
0716,071698　穎崴群益4A購01,
0716,071699　鈺齊群益4A購02,
0716,07169P　智邦元大48售04,
0717,071700　世紀鋼群益48購07,
0717,071701　滬深2X元富48購09,
0717,071702　道瓊銀元富48購01,
0717,071703　美時元富48購04,
0717,071704　上銀元富48購10,
0717,071705　川湖元富4A購07,
0717,071706　鴻海元富52購05,
0717,071707　台積電元富48購17,
0717,071708　台積電元富62購02,
0717,071709　旺宏元富51購01,
0717,07170P　海悅元大48售01,
0717,071710　威盛元富48購01,
0717,071711　南亞科元富49購01,
0717,071712　皇昌元富48購09,
0717,071713　皇昌元富4B購03,
0717,071714　材料元富51購02,
0717,071715　乙盛元富49購01,
0717,071716　川湖國泰49購02,
0717,071717　台達電國泰49購01,
0717,071718　創意國泰49購02,
0717,071719　貿聯國泰49購01,
0717,07171P　聯發科元大48售12,
0717,071720　立積國泰49購03,
0717,071721　滬深2X統一4C購01,
0717,071722　川湖統一58購02,
0717,071723　華泰統一52購01,
0717,071724　華泰統一52購02,
0717,071725　旺宏統一4C購03,
0717,071726　皇昌統一52購06,
0717,071727　皇昌統一58購02,
0717,071728　雄獅統一52購02,
0717,071729　信邦統一52購01,
0717,07172P　陽明元大48售05,
0717,071730　欣興統一52購05,
0717,071731　景碩統一52購02,
0717,071732　緯創統一52購03,
0717,071733　致伸統一52購01,
0717,071734　致伸統一52購02,
0717,071735　致伸統一58購01,
0717,071736　台郡統一52購02,
0717,071737　樺漢統一4C購02,
0717,071738　鈺邦統一51購02,
0717,071739　穎崴統一51購02,
0717,07173P　奇鋐元大48售11,
0717,071740　穎崴統一51購03,
0717,071741　穎崴統一52購01,
0717,071742　穎崴統一52購02,
0717,071743　穎崴統一59購01,
0717,071744　志強統一58購02,
0717,071745　南電統一52購01,
0717,071746　南電統一52購02,
0717,071747　台灣50元大48購19,
0717,071748　台灣50元大49購10,
0717,071749　台灣50元大49購11,
0717,07174P　世芯元大48售23,
0717,071750　台灣50元大4A購06,
0717,071751　國企2X元大4B購02,
0717,071752　國企2X元大4C購01,
0717,071753　台泥元大48購05,
0717,071754　台泥元大49購01,
0717,071755　台化元大48購09,
0717,071756　美時元大51購01,
0717,071757　大成鋼元大48購17,
0717,071758　大成鋼元大48購18,
0717,071759　大成鋼元大51購01,
0717,07175P　國企2X凱基48售04,
0717,071760　上銀元大48購17,
0717,071761　上銀元大48購18,
0717,071762　台積電元大48購54,
0717,071763　台積電元大51購10,
0717,071764　旺宏元大48購04,
0717,071765　旺宏元大48購05,
0717,071766　微星元大48購05,
0717,071767　微星元大48購06,
0717,071768　友達元大48購03,
0717,071769　皇昌元大48購13,
0717,07176P　台積電凱基4A售21,
0717,071770　裕民元大48購08,
0717,071771　裕民元大48購09,
0717,071772　大立光元大51購07,
0717,071773　智原元大51購02,
0717,071774　景碩元大48購05,
0717,071775　景碩元大48購06,
0717,071776　新日興元大48購09,
0717,071777　新日興元大48購10,
0717,071778　新日興元大51購01,
0717,071779　創意元大48購08,
0717,07177P　一詮凱基48售04,
0717,071780　創意元大51購04,
0717,071781　揚明光元大48購04,
0717,071782　神達元大48購17,
0717,071783　神達元大48購18,
0717,071784　日月光元大48購04,
0717,071785　大銀元大48購08,
0717,071786　大銀元大48購09,
0717,071787　材料元大48購17,
0717,071788　材料元大48購18,
0717,071789　材料元大4B購03,
0717,07178P　健策凱基48售06,
0717,071790　亞翔元大48購19,
0717,071791　亞翔元大4B購02,
0717,071792　矽格元大48購03,
0717,071793　台郡元大48購01,
0717,071794　晶心科元大48購04,
0717,071795　晶心科元大4A購01,
0717,071796　勤誠元大48購01,
0717,071797　FB臺反國票48購01,
0717,071798　FB臺反國票4A購01,
0717,071799　SGBR2X國票49購01,
0717,07179P　世芯凱基48售11,
0718,071800　華城國票49購03,
0718,071801　華通國票49購03,
0718,071802　旺宏國票48購03,
0718,071803　旺宏國票49購01,
0718,071804　旺宏國票4A購01,
0718,071805　智邦國票49購03,
0718,071806　所羅門國票4A購01,
0718,071807　南亞科國票49購03,
0718,071808　長榮國票4A購04,
0718,071809　裕民國票49購03,
0718,07180P　祥碩凱基48售04,
0718,071810　奇鋐國票49購07,
0718,071811　欣興國票49購04,
0718,071812　大量國票4A購01,
0718,071813　玉晶光國票49購03,
0718,071814　創意國票4B購01,
0718,071815　嘉澤國票49購03,
0718,071816　牧德國票49購02,
0718,071817　貿聯國票49購03,
0718,071818　日月光國票4A購01,
0718,071819　樺漢國票49購01,
0718,07181P　金融類凱基48售01,
0718,071820　矽力國票49購02,
0718,071821　迅得國票4A購01,
0718,071822　緯穎國票49購04,
0718,071823　富世達國票49購03,
0718,071824　南電國票4A購01,
0718,071825　振樺電國票49購01,
0718,071826　華擎兆豐4A購01,
0718,071827　祥碩兆豐4A購01,
0718,071828　上銀富邦4A購01,
0718,071829　鴻海富邦4A購05,
0718,07182P　上銀元富48售07,
0718,071830　國巨富邦4B購01,
0718,071831　瑞昱富邦4B購01,
0718,071832　友達富邦48購01,
0718,071833　奇鋐富邦4B購02,
0718,071834　立積富邦4A購02,
0718,071835　台郡富邦48購01,
0718,071836　樺漢富邦49購01,
0718,071837　智邦第一48購01,
0718,071838　台灣50凱基48購14,
0718,071839　台灣50凱基49購08,
0718,07183P　鴻海元富48售12,
0718,071840　台灣50凱基4A購07,
0718,071842　上証2X凱基4B購01,
0718,071843　國企2X凱基4B購01,
0718,071844　國企2X凱基4B購02,
0718,071845　中興電凱基4A購01,
0718,071846　中興電凱基4A購02,
0718,071847　亞力凱基48購03,
0718,071848　亞力凱基49購01,
0718,071849　華城凱基48購05,
0718,07184P　新日興元富48售03,
0718,071850　華城凱基4B購01,
0718,071851　大成鋼凱基49購03,
0718,071852　大成鋼凱基4A購03,
0718,071853　宇隆凱基48購04,
0718,071854　旺宏凱基48購04,
0718,071855　友達凱基48購02,
0718,071856　裕民凱基48購03,
0718,071857　健和興凱基48購01,
0718,071858　晟銘電凱基4A購02,
0718,071859　威強電凱基48購01,
0718,07185P　臺股指元富4B售05,
0718,071860　威強電凱基4A購01,
0718,071861　玉晶光凱基49購03,
0718,071862　創意凱基48購06,
0718,071863　群創凱基4A購01,
0718,071864　中租凱基49購02,
0718,071865　樺漢凱基49購01,
0718,071866　矽力凱基49購01,
0718,071867　富世達凱基49購03,
0718,071868　南電凱基4A購01,
0718,071869　偉訓台新48購01,
0718,07186P　立隆電國票49售02,
0718,071870　滬深2X中信49購02,
0718,071871　南亞科中信4A購01,
0718,071872　滬深2X永豐4A購02,
0718,071873　滬深2X永豐4A購03,
0718,071874　華友聯永豐48購01,
0718,071875　中興電永豐4A購02,
0718,071876　華城永豐49購01,
0718,071877　華城永豐4B購01,
0718,071878　大亞永豐48購01,
0718,071879　大成鋼永豐4C購01,
0718,07187P　裕民國票49售01,
0718,071880　大同永豐48購01,
0718,071881　南亞科永豐48購03,
0718,071882　南亞科永豐49購01,
0718,071883　晟銘電永豐49購03,
0718,071884　神達永豐4A購02,
0718,071885　精銳永豐48購03,
0718,071886　材料永豐48購04,
0718,071887　材料永豐49購03,
0718,071888　矽格永豐49購01,
0718,071889　矽力永豐48購03,
0718,07188P　FBNQ2X凱基4B售01,
0718,071890　鈺邦永豐49購01,
0718,071891　東元統一55購01,
0718,071892　中興電統一51購03,
0718,071893　中興電統一52購02,
0718,071894　中興電統一52購03,
0718,071895　中興電統一58購01,
0718,071896　亞力統一52購02,
0718,071897　亞力統一52購03,
0718,071898　華城統一52購02,
0718,071899　華城統一52購03,
0718,07189P　大成鋼凱基48售03,
0719,071900　華城統一54購01,
0719,071901　華城統一55購02,
0719,071902　旺宏統一52購03,
0719,071903　毅嘉統一52購02,
0719,071904　南亞科統一51購04,
0719,071905　南亞科統一52購08,
0719,071906　南亞科統一58購01,
0719,071907　友達統一51購01,
0719,071908　志聖統一53購01,
0719,071909　強茂統一51購01,
0719,07190P　鴻海凱基48售09,
0719,071910　神基統一52購02,
0719,071911　神基統一52購03,
0719,071912　晟銘電統一52購05,
0719,071913　威強電統一52購01,
0719,071914　威強電統一58購01,
0719,071915　偉訓統一52購03,
0719,071916　文曄統一52購01,
0719,071917　欣興統一52購06,
0719,071918　欣興統一52購07,
0719,071919　晶技統一52購01,
0719,07191P　台積電凱基48售21,
0719,071920　立積統一56購02,
0719,071921　矽格統一52購01,
0719,071922　矽格統一52購02,
0719,071923　樺漢統一52購02,
0719,071924　鈺邦統一52購03,
0719,071925　鈺邦統一56購01,
0719,071926　龍德船統一52購01,
0719,071927　矽創統一52購01,
0719,071928　台灣50群益48購09,
0719,071929　台灣50群益4C購02,
0719,07192P　海悅凱基48售01,
0719,071930　台灣50群益4C購03,
0719,071931　東元群益48購01,
0719,071932　中興電群益49購02,
0719,071933　中興電群益4B購04,
0719,071934　大成鋼群益4A購02,
0719,071935　上銀群益48購09,
0719,071936　上銀群益48購10,
0719,071937　上銀群益49購04,
0719,071938　上銀群益4A購04,
0719,071939　上銀群益52購01,
0719,07193P　聯發科凱基48售14,
0719,071940　川湖群益48購09,
0719,071941　台達電群益48購04,
0719,071942　鴻海群益49購07,
0719,071943　台積電群益49購11,
0719,071944　所羅門群益48購04,
0719,071945　微星群益48購02,
0719,071946　威盛群益48購06,
0719,071947　南亞科群益48購08,
0719,071948　皇昌群益49購03,
0719,071949　大立光群益48購09,
0719,07194P　緯創凱基48售05,
0719,071950　奇鋐群益48購05,
0719,071951　智原群益48購06,
0719,071952　日電貿群益49購01,
0719,071953　景碩群益48購03,
0719,071954　景碩群益48購04,
0719,071955　永崴控群益49購01,
0719,071956　材料群益52購01,
0719,071957　立積群益48購08,
0719,071958　精成科群益48購01,
0719,071959　矽格群益48購03,
0719,07195P　中磊凱基48售02,
0719,071960　晶心科群益49購02,
0719,071961　台灣50元富48購13,
0719,071962　T50反1元富48購03,
0719,071963　合機元富48購01,
0719,071964　大成鋼元富48購09,
0719,071965　大成鋼元富48購10,
0719,071966　上銀元富48購11,
0719,071967　宇隆元富4B購02,
0719,071968　國巨元富48購03,
0719,071969　台積電元富48購18,
0719,07196P　力積電凱基48售06,
0719,071970　台積電元富48購19,
0719,071971　台積電元富49購15,
0719,071972　鴻準元富48購04,
0719,071973　陽明元富48購05,
0719,071974　智原元富4B購01,
0719,071975　欣興元富48購03,
0719,071976　欣興元富52購01,
0719,071977　景碩元富48購02,
0719,071978　宏致元富48購02,
0719,071979　宏致元富4B購02,
0719,07197P　臺股指凱基49售30,
0719,071980　世芯元富52購04,
0719,071981　日月光元富48購02,
0719,071982　材料元富4B購02,
0719,071983　南電元富48購02,
0719,071984　上証2X國票4C購01,
0719,071985　SGBR2X國票52購01,
0719,071986　中興電國票4A購01,
0719,071987　亞力國票4A購01,
0719,071988　華城國票49購04,
0719,071989　大亞國票49購01,
0719,07198P　和大中信48售01,
0719,071990　合機國票48購03,
0719,071991　合機國票49購01,
0719,071992　精元國票48購01,
0719,071993　毅嘉國票48購01,
0719,071994　南亞科國票49購04,
0719,071995　南亞科國票49購07,
0719,071996　強茂國票48購01,
0719,071997　晟銘電國票4A購03,
0719,071998　智原國票49購06,
0719,071999　群創國票48購01,
0719,07199P　大成鋼中信48售02,
0720,072000　群創國票49購01,
0720,072001　牧德國票49購03,
0720,072002　海華國票49購02,
0720,072003　時碩國票49購01,
0720,072004　材料國票49購02,
0720,072005　天鈺國票48購01,
0720,072006　jpp國票49購03,
0720,072007　華孚國票48購01,
0720,072008　華孚國票49購01,
0720,072009　矽力國票49購03,
0720,07200P　新日興統一4C售01,
0720,072010　晶心科國票49購02,
0720,072011　智邦國泰49購01,
0720,072012　南亞科國泰49購02,
0720,072013　聯發科國泰49購03,
0720,072014　神基國泰49購01,
0720,072015　富世達國泰49購02,
0720,072016　滬深2X元大4B購05,
0720,072017　滬深2X元大4C購03,
0720,072018　中502X元大4B購01,
0720,072019　台泥元大51購01,
